long,lat,id,nombre,tipo,tipo_norma,sede,direccion,direccion_2,observaciones_direccion,telefono,e_mail,facebook,web,actividade,instalacio,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.5208839998575,-34.6004533669408,171,FENIX CLUB,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Vallejos 4516,Vallejos 4516,,4501-5945,clubfenixdevoto@hotmail.com,FENIX DEVOTO,www.tenisdemesa.fenixdevoto.com.ar,"Fútbol recreativo y competitivo infantil (hasta 14). Danza Jazz y Clásico y Ritmos latinos (todas edades), Taekwondo, Boxeo adolescentes y adultos, Kung Fu y Tai Chi (adultos) y Tenis de mesa (todas edades). Activ. Culturales (más info en Tabla Anexo)","sum de 6x4, solar que se usa como cancha de fútbol y basquet, cancha de bochas, dos SUM mas.",Vallejos ,4516,Villa Devoto,Comuna 11,1419,C1419GLL
-58.5097563272643,-34.6649221713586,172,EXPRESO DE BARILOCHE,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Jose Leon Suarez 2472/76,Jose Leon Suarez 2472,,S/T,,,,,Cancha de Futbol - Cancha de Bochas - Pista para Automodelismo - Buffet,Jose Leon Suarez ,2472,Mataderos,Comuna 9,1440,C1440EYT
-58.4653596577093,-34.6471550629349,173,MARIANO ACOSTA,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Mariano Acosta 1544,Mariano Acosta 1544,,4612-4412,sfmacosta@yahoo.com.ar,,,"Patín, ajedrez, tango, danzas árabes, gimnasia femenina, baby fútbol, Kick Boking, Taekwondo, peñas de tango y folklore. Actividades culturales.

",1 cancha - 1 salon de usos múltiples en el primer piso - Gimnasio cubierto (de 18 metros por 2S metros) para variadas disciplinas. Buffet - Baño para personas con movilidad reducida (en la planta baja).,Mariano Acosta ,1544,Parque Avellaneda,Comuna 9,1407,C1407KCF
-58.4300112489759,-34.6599238523044,174,DOMINGO FAUSTINO SARMIENTO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Av. Intendente Francisco Rabanal 2375,Av. Francisco Rabanal 2375,,4919-3104,,,,baby fútbol - futsal - patin - gimnasia ritmica - judo - taebo - danzas arabes - bochas (web) - billar - juegos de salon - auriculoterapia - fiestas danzantes,2 canchas - 1 salon - biblioteca,Av. Francisco Rabanal ,2375,Villa Soldati,Comuna 8,1437,C1437FPK
-58.4347173025383,-34.5623730084618,176,LAWN TENNIS,CLUB,CLUB,UNICA,Olleros 1510,Olleros 1510,,4772-0183,secretaria@baltc.net,"Buenos Aires Lawn Tennis Club
Organización sin fines de lucro",www.baltc.net,"Fútbol, natación, tenis, gimnasio, escuela de tenis, bridge, escuela argentina de árbitros de tenis.",1 gimnasio-3 salones-1 natatorio-1 cancha de fútbol para 7 jugadores - 20 canchas de tenis incluyendo estadio central con capacidad para 4800 espectadores - estacionamiento.,Olleros ,1510,Palermo,Comuna 14,1426,C1426CRB
-58.4150685357695,-34.6270298457084,177,CIRCULO MARTIN FIERRO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Cochabamba 3536,Cochabamba 3536,,4932-7362,,circulo martin fierro (grupo publico),,"baby, futsal, voley, handbol",1 cancha de fútbol 24x17m,Cochabamba ,3536,Boedo,Comuna 5,1252,C1252ABJ
-58.479713254857,-34.5492816205471,178,AGRUPACION SAN JORGE,CLUB,CLUB,UNICA,VILELA 3340,VILELA 3340,,4542-0585,,,,"Escuela de fútbol infantil en cancha de césped, escuela de fútbol femenino, fútbol femenino en cancha de césped, boxeo recreativo mixto, aeróbica mixta, gimnasio de musculación. Actividades culturales.",2 canchas de cesped y tierra  - cancha polideportiva de cemento - natatorio descubierto - solarium recreativo - parrillas  - SUM,VILELA ,3340,Saavedra,Comuna 12,1429,C1429DCD
-58.5194205985287,-34.6338537309136,179,CLUB ATLETICO VELEZ SARSFIELD,CLUB,CLUB,CENTRAL - SEDE Y  ESTADIO JOSE AMALFITANI,Av. Juan B. Justo 9200,Av. Juan B. Justo 9200,,4641-5663/5763/4014,velezsocios@velezsarsfield.com.ar,Club Atlético Vélez Sarsfield,www.velezsarsfield.com.ar,"Fútbol, Voley, Básquet, Ajedrez, Yoga, Atletismo, Béisbol, Bochas, Cestoball, Gim. Acrobática, Artística, Aeróbica, Hockey Césped y Patines, Judo, Karate, Kung Fu, Levant. Olímpico, Natación, Paddle, Patín Art. y Carrera (más info en Tabla Anexo)",ESTADIO AMALFITANI: capacidad 49.540 esp. Gim. de 35 x 15m. Pileta Invierno. Pileta olímpica (50 x 25m) y pileta de 25x16m. Estadio básquet Víctor Barba: 28 x 15m cap 1000 esp. sentados y 500 parados. Playón Polifuncional (más info en Tabla Anexo),Av. Juan B. Justo ,9200,Liniers,Comuna 9,1408,C1408AKU
-58.5139326432426,-34.6336468250052,180,CLUB ATLETICO VELEZ SARSFIELD,CLUB,CLUB,ANEXO POLIDEPORTIVO,Av. Juan B. Justo 8900,Av. Juan B. Justo 8900,,4641-5663/5763/4014,velezsocios@velezsarsfield.com.ar,Club Atlético Vélez Sarsfield,www.velezsarsfield.com.ar,"Fútbol, Voley, Básquet, Ajedrez, Yoga, Atletismo, Béisbol, Bochas, Cestoball, Gim. Acrobática, Artística, Aeróbica, Hockey Césped y Patines, Judo, Karate, Kung Fu, Levant. Olímpico, Natación, Paddle, Patín Art. y Carrera (más info en Tabla Anexo)",COMPLEJO ACUÁTICO DE VÉLEZ SARSFIELD: dos natatorios (uno semi olímpico) Tercer natatorio para niños. También un natatorio. POLIDEPORTIVO: Canchas de fútbol. Canchas de tenis. Estadio de vóley. Cancha de Hockey (más info en Tabla Anexo),Av. Juan B. Justo ,8900,Versalles,Comuna 10,1408,C1408AKR
-58.395591750365,-34.652129969914,181,CACHO LABORDE,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Luna 1547,Luna 1547,,,,,,"Futbol infantil y juvenil de 4 a 14 años, fútbol para adultos. Actividades culturales.",Cancha de fútbol 11 - SUM,Luna ,1547,Barracas,Comuna 4,1437,C1437FFI
-58.4240045928561,-34.5924401618088,183,ASOCIACION ARGENTINA DE SORDOMUDOS,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,JULIAN ALVAREZ 1544/46,Julian Alvarez 1544,,S/T,club.aso@gmail.com,aso1973,www.aso.org.ar,Voley masculino y femenino - fútbol de 11 masculino - futsal masculino y femenino - basquet masculino - bowling masculino y femenino - pesca deportiva,1 salon  - 1 sala de reuniones - 1 patio descubierto,Julian Alvarez ,1544,Palermo,Comuna 14,1414,C1414DSF
-58.4415366000091,-34.6639332387803,184,ELEVACION,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Corrales 3236,Corrales 3236,,,,,,"Ajedrez jovenes y adultos, billar jovenes y adultos,  juegos de salon niños jovenes y adultos,  gimnasia niños y jovenes, adultos y adultos mayores. Yoga jovenes, adultos y adultos mayores . Tango. Actividades culturales.",SALONES - ESCENARIO,Corrales ,3236,Villa Soldati,Comuna 8,1437,C1437GNH
-58.3790110887791,-34.6172136680191,186,ASOCIACION CIVIL OLIMPIA FUTBOL CLUB DE LA CIUDAD DE BUENOS AIRES,CLUB DE BARRIO,CLUB_DE_BARRIO,,Tacuari 773,Tacuari 773,,4307-163,,,,,,Tacuari ,773,Monserrat,Comuna 1,1071,C1071AAO
-58.4243442489823,-34.6360634699143,187,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,CLUB,SEDE BOEDO,Av. La Plata 1782,Av. La Plata 1782,,4016-2600,infolaplata@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,"Natación, Artes Marciales, Streching, Yoga y gimnasia",natatorio climatizado - gimnasio,Av. La Plata ,1782,Boedo,Comuna 5,1250,C1250AAU
-58.4345980625639,-34.6523768244946,188,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,CLUB,SEDE CIUDAD DEPORTIVA,Av. F. F. de la Cruz 2145,Av. F. F. de la Cruz 2145,,4918-8192,infociudad@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,"tenis, patin, natacion, voley (masculino y femenino), hockey sobre cesped, hockey sobre patines, basquet, futsal, fútbol femenino, fútbol recreativo, bowling, rugby",Quinchos y parrillas -Tres grandes natatorios (uno climatizado) -Cancha de fútbol profesional -6 canchas fútbol amateur -cancha hockey s/ patines -cancha hockey s/ césped - cancha de handball - cancha de tenis -  restaurante (más info en Tabla Anexo),Av. F. F. de la Cruz ,2145,Flores,Comuna 7,1437,C1437GZA
-58.38586427647,-34.6091773863617,189,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,CLUB,ANEXO ADMINISTRATIVO,Avda. Mayo 1373,Av. Mayo 1373,,4016-2600,socios@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,Departamentos de Atención al Socio y Prensa. Venta de entradas.,Venta de merchandising,Av. Mayo ,1373,Monserrat,Comuna 1,1085,C1085ABD
-58.3935616514889,-34.6262823669515,192,"ASOCIACION CIVIL SARANDI SOCIAL, CULTURAL Y DEPORTIVA",CLUB DE BARRIO,CLUB_DE_BARRIO,,Sarandi 1477,Sarandi 1477,,4308-0822,,,,"fútbol, voley, handbol, basquet",1 cancha,Sarandi ,1477,San Cristobal,Comuna 3,1251,C1251ADE
-58.4097402096262,-34.6005537084437,193,ORGANIZACION HEBREA ARGENTINA MACABI,CLUB,CLUB,,Tucuman 3135,Tucuman 3135,,4963-8783,secretaria.general@macabi.com.ar,,,"voley, basquet, patin, handbol, natacion, otros",,Tucuman ,3135,Balvanera,Comuna 3,1189,C1189AAI
-58.3964318841756,-34.6471387694303,194,ASOCIACION CLUB ATLETICO BARRACAS CENTRAL,CLUB,CLUB,,Luna 1211,Luna 1211,,4301-5855,info@barracascentral.com,,,"patin, voley, handbol, gimnasia deportiva, fútbol",cancha - salones - gimnasio,Luna ,1211,Barracas,Comuna 4,1437,C1437FFC
-58.3657018006079,-34.6270802577231,195,CATALINAS SUR ASOCIACION,CLUB,CLUB,,Pi y Margal 671,Pi y Margal 671,,4300-5159,,,,"futsal, padel, natacion","2 natatorios, 3 canchas y 2 salones",Pi y Margal ,671,Boca,Comuna 4,1155,C1155AHA
-58.3648653228844,-34.6365220029403,196,CLUB ATLETICO BOCA JUNIORS,CLUB,CLUB,,Brandsen 805,Brandsen 805,,4309-4700,cas@bocajuniors.com.ar,,www.bocajuniors.com.ar,"Boxeo, Balon, Bochas, basquet, voley, Futsal, gimnasia, pesas, judo, taekwondo, karate, lucha, atletismo, fútbol femenino
",,Brandsen ,805,Boca,Comuna 4,1161,C1161AAQ
-58.3765329292339,-34.6490273188365,197,CLUB SPORTIVO BARRACAS BOLIVAR,CLUB DE BARRIO,CLUB_DE_BARRIO,,Iriarte 2056,Iriarte 2056,,4302-8536 / 8576,prensa@sportivobarracas.com.ar,FACEBOOK.COM/SBARRACAS,www.sportivobarracas.com.ar,"futsal, patin, gimnasia deportiva, taekwondo, danzas arabes, natacion",2 canchas - 3 salones - natatorio,Iriarte ,2056,Barracas,Comuna 4,1291,C1291ABP
-58.3854872150681,-34.6478960599444,198,CLUB SPORTIVO PEREYRA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Alvarado 2785,Alvarado 2785,,4301-9133,,,,"baby, gimnasia deportiva",1 cancha - 2 salones,Alvarado ,2785,Barracas,Comuna 4,1290,C1290AAQ
-58.3939069581638,-34.6516225347052,200,JUVENTUD UNIDA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Iriarte 3276,Iriarte 3276,,4301-2541,,,,"artes marciales, gimnasia, handbol, futsal",1 gimnasio,Iriarte ,3276,Barracas,Comuna 4,1291,C1291ACV
-58.3996982620221,-34.6315054123431,201,CLUB ARTIGUENSES,CLUB DE BARRIO,CLUB_DE_BARRIO,,Brasil 2546,Brasil 2546,,4308-0050,,,,"baby, futsal",1 cancha,Brasil ,2546,Parque Patricios,Comuna 4,1260,C1260AAU
-58.4286717453443,-34.6553940756379,202,CRESPO JUNIORS,CLUB DE BARRIO,CLUB_DE_BARRIO,,Tabare 1931,Tabare 1931,,4919-5985,,,,baby fútbol,"2 canchas de 100x70, que las alquilan - 2 canchas de baby para campeonatos de baby y FEFI - 1 salon - 1 quincho y 1 buffet",Tabare ,1931,Nueva Pompeya,Comuna 4,1437,C1437FHS
-58.4099283497777,-34.6562846855013,203,CLUB RIACHUELO JUNIORS,CLUB DE BARRIO,CLUB_DE_BARRIO,,Alberto Einstein 1022,Alberto Einstein 1022,,4943-6158,,,,"fútbol infantil, escuela de fútbol y voley, karate, aerobox y patín",1 buffet - salón para eventos - 1 cancha de baby,Alberto Einstein ,1022,Nueva Pompeya,Comuna 4,1437,C1437DXP
-58.417726777716,-34.6164754639223,204,AGRUPACION SUBATLÁNTICA DE EXPEDICIONES SUBMARINAS JULES ROSSI,CLUB DE BARRIO,CLUB_DE_BARRIO,,Quito 3657,Quito 3657,,4931-6746,"info@ases.org.ar - asesbuceo@fibertel.com.ar
",ASES Escuela de Buceo Organización sin fines de lucro,,buceo deportivo,Natatorio -  Cámara Hiperbárica,Quito ,3657,Almagro,Comuna 5,1212,C1212ABA
-58.4243749694282,-34.6289573995635,205,ASOCIACION CIVIL Y DEPORTIVA EL BARRIO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Constitucion 4253,Constitucion 4253,,4924-9291,,,,"baby, patin, voley, karate, murga, handbol",1 cancha - 1 salon,Constitucion ,4253,Boedo,Comuna 5,1254,C1254ABW
-58.4242228507046,-34.5980172576993,207,CLUB NAUTICO HACOAJ,CLUB,CLUB,"SEDE CAPITAL, TIENE OTRAS TRES SEDES EN PROVINCIA",Av. Estado de Israel 4156,Av. Estado de Israel 4156,,4863-2121,hacoaj@hacoaj.org.ar,Club Náutico Hacoaj - Sitio Oficial Organización sin fines de lucro,www.hacoaj.org.ar,"Fútbol 5, voley, gimnasia, gimnasia deportiva, handbol, patin, otros.",2 gimnasios cubiertos dobles - 1 gimnasio de entrenamiento - 1 gimnasio de capacitación - 2 salones de usos múltiples - Confitería - Tatami de judo - Aulas - Salones de reunión - Oficinas administrativas y de gestión,Av. Estado de Israel ,4156,Almagro,Comuna 5,1185,C1185AAN
-58.4213499363396,-34.6044698390765,208,ALMAGRO ASOCIACION CIVIL,CLUB,CLUB,"SEDE CENTRAL, TAMBIEN TIENE ANEXO EN PROVINCIA",Medrano 522,Medrano 522,,5408-0053,info@clubalmagro.com.ar,Almagro  Equipo deportivo,www.clubalmagro.com.ar,"Baby, patín, básquet, voley, artes marciales, gimnasia con aparatos, natación.","1 cancha futsal - 3 salones - Natatorio - tambien Estadio 3 de febrero  situado en la localidad argentina de José Ingenieros, en el Partido de Tres de Febrero, en la Provincia de Buenos Aires",Medrano ,522,Almagro,Comuna 5,1179,C1179AAJ
-58.4457126281972,-34.6178922380244,209,CLUB FERROCARRIL OESTE,CLUB,CLUB,,F. Garcia Lorca 350,Federico Garcia Lorca 350,,4431-8282,informesocios@ferrocarriloeste.org.ar  -  ferrocar@fibertel.com.ar,Club Ferro Carril Oeste - Oficial,www.ferrocarriloeste.org.ar,"fútbol, voley, basquet, gimnasia, natacion, tenis, tenis de mesa, handbol, taekwondo, judo, folklore, hockey, ajedrez, beisbol, judo, gimnasia deportiva",7 gimnasios - cancha de beisbol - 2 natatorios - 10 canchas de tenis - salon de taekwondo - salon de ajedrez,Federico Garcia Lorca ,350,Caballito,Comuna 6,1405,C1405AHD
-58.4515834854539,-34.6187564836088,210,CLUB SOCIAL Y DEPORTIVO UNION MARCHIGIANA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Nicasio Oroño 457,Nicasio Oroño 457,,4431-4800,,,,"tenis de mesa, taekwondo, karate, aikido, baby, patin artistico, gimnasia deportiva",1cancha - 1 salon,Nicasio Oro,457,Caballito,Comuna 6,1405,C1405AQA
-58.4299285932447,-34.6290050309149,211,ASOCIACION ATLETICO PRIMERA JUNTA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Zuviria 250,Zuviria 250,,4922-1796,,,,"baby, futsal, fútbol femenino, murga",1 cancha - 1 salon,Zuviria ,250,Parque Chacabuco,Comuna 7,1424,C1424CKF
-58.436768335985,-34.6442001738451,212,ASOCIACION CIVIL CLUB SOCIAL Y CULTURAL MIRAFLORES,CLUB DE BARRIO,CLUB_DE_BARRIO,,Somellera 1770,Somellera 1770,,4382-5931,,,,"baby, futsal, patin, natacion, tenis",1 salon - 1 cancha - cancha de tenis,Somellera ,1770,Parque Chacabuco,Comuna 7,1406,C1406IOB
-58.4603476633187,-34.6217676503784,213,CLUB ATLETICO INDEPENDIENTE,CLUB,CLUB,SEDE CAPITAL Y OTRAS EN PROVINCIA,Boyaca  470,Boyaca  470,,4633-5499 / 4633-7527,boyaca@clubaindependiente.com,Club Atlético Independiente Equipo deportivo,www.clubaindependiente.com,"Futsal, baby, taekwondo, danzas.",Dos vestuarios y un baño para discapacitados - buffet con patio de comidas - dos canchas de Fútbol 5 para la Escuela de Fútbol.,Boyaca  ,470,Flores,Comuna 7,1406,C1406BHH
-58.4589346977303,-34.6448823998339,214,CLUB SOCIAL Y DEPORTIVO GENERAL PUEYRREDON,CLUB DE BARRIO,CLUB_DE_BARRIO,,Zuviria 2921,Zuviria 2921,,S/T,,,,"baby, pesas, yoga, basquet",1 cancha - 1 salon,Zuviria ,2921,Flores,Comuna 7,1406,C1406HSY
-58.4744631493112,-34.6630095404724,215,CLUB SOCIAL Y DEPORTIVO NUEVA ESTRELLA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Santander 4601,Santander 4601,,4602-6731,clubnuevaestrella@yahoo.com.ar  -  nuevaestrella@yahoo.com.ar,,,"baby, futsal",2 canchas - 1 salon,Santander ,4601,Villa Lugano,Comuna 8,1439,C1439ASC
-58.4703395765043,-34.6710305788229,217,LOMAS DE LUGANO SOCIAL CLUB,CLUB DE BARRIO,CLUB_DE_BARRIO,,Albariño 3619,Albariño 3619,,4638-9859,,,,"tango, coro, baby, artes marciales",2 salones - 1 cancha,Albari,3619,Villa Lugano,Comuna 8,1439,C1439ETW
-58.4794330774394,-34.6743903143324,218,LUGANO TENNIS CLUB,CLUB,CLUB,,Murguiondo 3915,Murguiondo 3915,,4602-2019,luganotennisclub@hotmail.com,,,"baby, patin, handbol, taekwondo, karate, teatro,",4 canchas (1 de pelota-paleta) - 2 salones - 1 natatorio,Murguiondo ,3915,Villa Lugano,Comuna 8,1439,C1439FQU
-58.4515422326961,-34.6638272962613,219,SACACHISPAS FUTBOL CLUB,CLUB,CLUB,,Barros Pazos 3702,Barros Pazos 3702,,4919-1152,,,,"baby, fútbol 11",7 canchas de fútbol - 1 salon - 2 natatorios,Barros Pazos ,3702,Villa Soldati,Comuna 8,1439,C1439CIB
-58.4680928430794,-34.655391957098,220,Club Deportivo Español,CLUB,CLUB,SEDE ADMINISTRATIVA,Crisostomo Alvarez 3932,Crisostomo Alvarez 3932,,4637-6903,clubespañol@speedy.com.ar,,,"baby, futsal, patin, voley, artes marciales, danza, otros. Actividades culturales.",,Crisostomo Alvarez ,3932,Parque Avellaneda,Comuna 9,1407,C1407HXN
-58.4947646950744,-34.6484991417913,222,ASOCIACION DE FOMENTO CORVALAN Y BIBLIOTECA POPULAR EMILIO CASTRO ANEXO ALFONSINA STORNI,CLUB DE BARRIO,CLUB_DE_BARRIO,,Tapalque 5147,Tapalque 5147,,4635-4218,clubcorvalan@yahoo.com.ar  -  deportecorvalan@hotmail.com,,,"baby, patin, artes marciales",1 cancha - 1 gimnasio - 1 salon,Tapalque ,5147,Mataderos,Comuna 9,1440,C1440AEE
-58.5001783056425,-34.6696121645853,223,ASOCIACION DE FOMENTO EDILICIA Y CULTURAL CORONEL CARDENAS,CLUB,CLUB,,Cardenas 2910,Cardenas 2910,,4686-3465,,,,"baby, fútbol femenino, fútbol, patin, danza, tango, folklore, danzas arabes",2 natatorios - 1 cancha - 3 salones,Cardenas ,2910,Mataderos,Comuna 9,1440,C1440EJV
-58.5060188361339,-34.6670991899038,224,BIBLIOTECA Y ASOCIACION VECINAL DE FOMENTO NUEVA CHICAGO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Av. De Los Corrales 7201,Av. De Los Corrales 7201,,4686-6151,,,,"baby, patin, gimnasia, danza, otros","1 cancha, 1 salon",Av. De Los Corrales ,7201,Mataderos,Comuna 9,1440,C1440BBI
-58.509814792395,-34.6480284916039,225,CLUB SOCIAL Y CULTURAL GENERAL SAN MARTIN,CLUB DE BARRIO,CLUB_DE_BARRIO,,Oliden  956,Oliden  956,,4644-4367,,,,"Baby fútbol, artes marciales, gimnasia artistica, gimnasia femenina. Actividades Culturales.",1 cancha - 2 salones,Oliden  ,956,Liniers,Comuna 9,1408,C1408HCT
-58.4776368604877,-34.6411047446681,226,CLUB SOCIAL Y DEPORTIVO FLORESTA JUNIORS,CLUB DE BARRIO,CLUB_DE_BARRIO,,Laguna 734,Laguna 734,,4671-9701,florestajuniors@gmail.com,,,"artes marciales, yoga, ajedrez, baby, patin, danza",2 salones - biblioteca,Laguna ,734,Parque Avellaneda,Comuna 9,1407,C1407JVJ
-58.4994831003119,-34.6570642030031,228,CLUB SOCIAL Y DEPORTIVO SOL DE MAYO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Oliden 1947,Oliden 1947,,4687-1584,,,,"baby fútbol, artes marciales",1 cancha - 3 salones,Oliden ,1947,Mataderos,Comuna 9,1440,C1440CQM
-58.4878667706637,-34.6547940269853,229,CLUB SOCIAL Y DEPORTIVO SOL DEL PLATA ANEXO BIBLIOTECA BARTOLOME MITRE,CLUB DE BARRIO,CLUB_DE_BARRIO,,Araujo 1879,Araujo 1879,,,,,,baby,1 cancha - 1salon,Araujo ,1879,Mataderos,Comuna 9,1440,C1440DMA
-58.513892006414,-34.6557274245575,230,25 DE MAYO 1810,CLUB DE BARRIO,CLUB_DE_BARRIO,,Cosquin 1651,Cosquin 1651,,4687-5179,,,,,,Cosquin ,1651,Mataderos,Comuna 9,1440,C1440ELE
-58.4878362269922,-34.6472239111458,231,CLUB DEPORTIVO ALBERDI,CLUB DE BARRIO,CLUB_DE_BARRIO,,White 1041,White 1041,,4682-9737,,,,,,White ,1041,Parque Avellaneda,Comuna 9,1407,C1407IIU
-58.4956715701373,-34.6207729394452,232,ASOCIACION CLUB ATLETICO IGUAZU,CLUB DE BARRIO,CLUB_DE_BARRIO,,San Blas 4225,San Blas 4225,,4639-5969,,,,baby (se realiza en el polideportivo Pomar),1 salon.,San Blas ,4225,Floresta,Comuna 10,1407,C1407FTS
-58.479294607448,-34.6282181516721,233,CIRCULO SOCIAL HEBREO ARGENTINO,CLUB,CLUB,,Avellaneda 3545,Avellaneda 3545,,4671-5234,informes@csha.org.ar,CSHA Una Pasión,www.csha.org.ar,"Baby, futsal, basquet, patin, voley, artes marciales. Actividades culturales.",2 canchas - 1 salon,Avellaneda ,3545,Floresta,Comuna 10,1407,C1407EJC
-58.498414689682,-34.6169838113889,234,CLUB ATLETICO ALL BOYS,CLUB,CLUB,SEDE SOCIAL,Mercedes 1950,Mercedes 1950,,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",2 canchas - salones,Mercedes ,1950,Monte Castro,Comuna 10,1407,C1407AIL
-58.4986794656784,-34.6162545888516,235,CLUB ATLETICO ALL BOYS,CLUB,CLUB,ESTADIO ISLAS MALVINAS,Alvarez Jonte 4180,Alvarez Jonte 4180,,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",,Alvarez Jonte ,4180,Monte Castro,Comuna 10,1407,C1407GOV
-58.4971748453477,-34.6159916978677,236,CLUB ATLETICO ALL BOYS,CLUB,CLUB,CAMPO DE DEPORTES,Chivilcoy 1951,Chivilcoy 1951,,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",,Chivilcoy ,1951,Monte Castro,Comuna 10,1407,C1407AFK
-58.5127550774403,-34.61720423379,238,CLUB SOCIAL Y DEPORTIVO JUVENTUD DE DEVOTO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Bermudez 2366,Bermudez 2366,,4566-5212,clubjuventud@ubbi.com,,,"baby, patin, gimnasia deportiva, artes marciales, salsa, ajedrez","biblioteca, 2 canchas, 2 salones",Bermudez ,2366,Monte Castro,Comuna 10,1417,C1417BWJ
-58.5273515697262,-34.6307649403797,239,"CLUB LINIERS NORTE SOCIAL, CULTURAL Y DEPORTIVO",CLUB DE BARRIO,CLUB_DE_BARRIO,,Gana 687,Gana 687,,4641-6138,,,,"Gimnasia, Artes Marciales, pesca. Actividades culturales.",2 Salones,Gana ,687,Versalles,Comuna 10,1408,C1408BNK
-58.5235125240463,-34.6330122630488,240,CLUB SOCIAL Y CULTURAL EL LUCHADOR,CLUB DE BARRIO,CLUB_DE_BARRIO,,Viena 6508,Viena 6508,,4644-3353,,,,"taekwondo, tango, salsa y merengue, folklore, danza arabe.",1 cancha - 1 salon,Viena ,6508,Versalles,Comuna 10,1408,C1408AND
-58.4825191526688,-34.6369298146418,241,CIRCULO RECREATIVO LA TREVISANA ASOCIACION DE RECREACION Y CULTURA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Benedetti 195,Benedetti 195,,4601-3211,,,,"gimnasia, gimnasia deportiva, bochas",1 salon - cancha de bochas,Benedetti ,195,Velez Sarsfield,Comuna 10,1407,C1407JUC
-58.4951508125014,-34.6396015767117,242,CIRCULO  SOCIAL VALLE  MIÑOR,CLUB DE BARRIO,CLUB_DE_BARRIO,,Rafaela 4840,Rafaela 4840,,4683-3693,valminior@yahoo.com.ar,CIRCULO SOCIAL VALLE MIÑOR grupo publico,www.valminior.com.ar,"Bolos celtas, tai chi, biodanza, danzas gallegas, flamenco. Actividades culturales.",,Rafaela ,4840,Villa Luro,Comuna 10,1407,C1407GVB
-58.4969046528969,-34.6410990452267,243,CLUB SOCIAL Y DEPORTIVO LEOPARDI,CLUB DE BARRIO,CLUB_DE_BARRIO,,Cajaravilla 4980,Cajaravilla 4980,,4635-2629,,,,"baby fútbol, boxeo,",1 cancha - 2 salones,Cajaravilla ,4980,Villa Luro,Comuna 10,1407,C1407GWR
-58.4755576917468,-34.6093550730099,244,CLUB ARGENTINO DE CAZA Y PESCA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Gral. Artigas 1925,Gral. Artigas 1925,,S/T,,,,caza y pesca,,Gral. Artigas ,1925,Villa Gral. Mitre,Comuna 11,1416,C1416AKS
-58.4918632623144,-34.6054218126632,245,CLUB ATLETICO BERNASCONI,CLUB DE BARRIO,CLUB_DE_BARRIO,,Marcos Sastre 3195,Marcos Sastre 3195,,4501-6462,,,,,,Marcos Sastre ,3195,Villa Del Parque,Comuna 11,1417,C1417FYK
-58.5201898866446,-34.6022647957642,246,CIRCULO CATOLICO DE OBREROS DE VILLA DEVOTO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Habana 4568,Habana 4568,,4501-3839,,,,"Baby fútbol, Gimnasia, Artes Marciales, Tenis","Canchas, 2 Salones, 2 Natatorios (uno para niños) climatizados",Habana ,4568,Villa Devoto,Comuna 11,1419,C1419GRR
